LIDAMSIDOB	group	priv_year
1017136092	privatized	2001-2005
1017029016	city-owned	missing
1017078491	city-owned	missing
1017425230	privatized	2001-2005
1017147302	privatized	2001-2005
1017074208	city-owned	missing
1017354553	city-owned	missing
1017034460	privatized	2001-2005
1017137552	city-owned	missing
1017137609	privatized	>2005
1017033421	city-owned	missing
1017426686	privatized	2001-2005
1017069034	privatized	>2005
1017437742	city-owned	missing
1017071900	privatized	>2005
1017065179	privatized	>2005
1017072256	privatized	>2005
1017032882	city-owned	missing
1017068097	privatized	>2005
1017417016	city-owned	missing
1017080135	city-owned	missing
1017030651	city-owned	missing
1017451729	city-owned	missing
1017431671	city-owned	missing
1017064300	privatized	2001-2005
1017446016	privatized	2001-2005
1017368210	city-owned	missing
1017452024	city-owned	missing
1017451222	city-owned	missing
1017143951	city-owned	missing
1017352321	privatized	2001-2005
1017147213	privatized	>2005
1017066710	privatized	2001-2005
1017442851	city-owned	missing
1017186391	city-owned	missing
1017438650	privatized	2001-2005
1017070121	city-owned	missing
1017115729	city-owned	missing
1017035288	city-owned	missing
1017397279	city-owned	missing
1017352038	privatized	2001-2005
1017034184	city-owned	missing
1017352445	privatized	>2005
1017143625	privatized	2001-2005
1017034800	privatized	>2005
1017437246	privatized	>2005
1017031797	city-owned	missing
1017437190	privatized	>2005
1017186979	privatized	>2005
1017443505	privatized	>2005
1017074551	city-owned	missing
1017069042	privatized	2001-2005
1017146942	privatized	>2005
1017037884	city-owned	missing
1017141975	city-owned	missing
1017144052	city-owned	missing
1017452067	privatized	2001-2005
1017038295	privatized	2001-2005
1017425931	privatized	2001-2005
1017031690	city-owned	missing
1017069174	privatized	2001-2005
1017111944	city-owned	missing
1017033404	privatized	2001-2005
1017069328	privatized	2001-2005
1017391254	privatized	>2005
1017071250	privatized	>2005
1017031223	city-owned	missing
1017079072	privatized	2001-2005
1017077100	city-owned	missing
1017031754	city-owned	missing
1017075913	city-owned	missing
1017435600	privatized	>2005
1017428255	privatized	2001-2005
1017068810	city-owned	missing
1017452091	privatized	2001-2005
1017431523	privatized	>2005
1017030901	city-owned	missing
1017064148	city-owned	missing
1017075280	city-owned	missing
1017186511	city-owned	missing
1017063711	privatized	2001-2005
1017352011	privatized	2001-2005
1017400211	city-owned	missing
1017073783	city-owned	missing
1017112941	city-owned	missing
1017139687	city-owned	missing
1017075395	city-owned	missing
1017036276	city-owned	missing
1017080399	privatized	>2005
1017334919	city-owned	missing
1017400849	city-owned	missing
1017032734	city-owned	missing
1017036608	privatized	2001-2005
1017035113	privatized	>2005
1017069441	privatized	2001-2005
1017370117	city-owned	missing
1017144206	privatized	>2005
1017443351	privatized	>2005
1017143161	privatized	2001-2005
1017032912	city-owned	missing
1017352186	privatized	2001-2005
1017036306	privatized	2001-2005
1017075263	city-owned	missing
1017436266	city-owned	missing
1017139831	privatized	>2005
1017452032	privatized	>2005
1017032521	privatized	>2005
1017076308	privatized	2001-2005
1017143200	city-owned	missing
1017437084	privatized	>2005
1017074151	privatized	2001-2005
1017030880	city-owned	missing
1017071217	privatized	>2005
1017334714	privatized	2001-2005
1017037035	privatized	>2005
1017435804	privatized	2001-2005
1017438285	privatized	>2005
1017068828	city-owned	missing
1017031916	city-owned	missing
1017035229	privatized	>2005
1017073317	city-owned	missing
1017186405	privatized	>2005
1017352224	privatized	2001-2005
1017071489	city-owned	missing
1017445320	privatized	2001-2005
1017146578	city-owned	missing
1017149259	city-owned	missing
1017066124	privatized	2001-2005
1017065128	city-owned	missing
1017064105	privatized	2001-2005
1017077282	privatized	>2005
1017065756	privatized	>2005
1017445176	city-owned	missing
1017029997	city-owned	missing
1017036071	privatized	>2005
1017065632	privatized	2001-2005
1017443866	privatized	2001-2005
1017069794	city-owned	missing
1017076855	city-owned	missing
1017031088	city-owned	missing
1017352569	privatized	2001-2005
1017032441	city-owned	missing
1017436371	privatized	2001-2005
1017068607	city-owned	missing
1017069671	privatized	>2005
1017445117	privatized	>2005
1017445087	privatized	>2005
1017031291	city-owned	missing
1017352593	privatized	2001-2005
1017415901	privatized	>2005
1017076871	city-owned	missing
1017137994	privatized	>2005
1017077118	city-owned	missing
1017141428	city-owned	missing
1017452245	city-owned	missing
1017077452	privatized	>2005
1017028907	city-owned	missing
1017352305	privatized	2001-2005
1017452253	city-owned	missing
1017352585	privatized	2001-2005
1017034320	privatized	>2005
1017034702	city-owned	missing
1017073414	city-owned	missing
1017071934	privatized	>2005
1017037817	city-owned	missing
1017070431	privatized	2001-2005
1017033323	privatized	>2005
1017139521	privatized	>2005
1017147345	privatized	>2005
1017072442	privatized	2001-2005
1017028087	city-owned	missing
1017065985	privatized	2001-2005
1017038139	city-owned	missing
1017079919	privatized	>2005
1017402086	city-owned	missing
1017445231	privatized	>2005
1017150079	privatized	>2005
1017038309	privatized	2001-2005
1017071641	privatized	>2005
1017077347	privatized	2001-2005
1017036471	city-owned	missing
1017136980	privatized	2001-2005
1017078335	city-owned	missing
1017352348	privatized	2001-2005
1017418781	city-owned	missing
1017070342	city-owned	missing
1017073821	privatized	>2005
1017433500	privatized	2001-2005
1017443823	city-owned	missing
1017066167	privatized	2001-2005
1017071781	privatized	>2005
1017030812	city-owned	missing
1017443840	privatized	>2005
1017036993	privatized	2001-2005
1017069263	city-owned	missing
1017431183	city-owned	missing
1017068992	privatized	2001-2005
1017445079	privatized	2001-2005
1017430837	privatized	>2005
1017076324	privatized	>2005
1017184283	privatized	>2005
1017138869	privatized	>2005
1017385114	city-owned	missing
1017031011	city-owned	missing
1017031959	city-owned	missing
1017139571	city-owned	missing
1017445150	privatized	2001-2005
1017063826	city-owned	missing
1017074411	city-owned	missing
1017139547	city-owned	missing
1017371601	city-owned	missing
1017137145	city-owned	missing
1017144907	privatized	>2005
1017184011	city-owned	missing
1017436380	privatized	>2005
1017352402	privatized	2001-2005
1017079706	city-owned	missing
1017080143	city-owned	missing
1017422907	city-owned	missing
1017143862	city-owned	missing
1017346194	privatized	>2005
1017385041	city-owned	missing
1017069590	privatized	>2005
1017385785	city-owned	missing
1017033137	city-owned	missing
1017029334	privatized	>2005
1017186537	city-owned	missing
1017140766	privatized	>2005
1017069301	privatized	2001-2005
1017075069	city-owned	missing
1017446041	city-owned	missing
1017146110	city-owned	missing
1017143196	city-owned	missing
1017069476	privatized	>2005
1017352143	privatized	2001-2005
1017149321	city-owned	missing
1017142491	privatized	<= 2000
1017108579	privatized	<= 2000
1017063630	privatized	<= 2000
1017142629	privatized	<= 2000
1017134774	privatized	<= 2000
1017032297	privatized	<= 2000
1017069000	privatized	<= 2000
1017075085	privatized	<= 2000
1017064016	privatized	<= 2000
1017070661	privatized	<= 2000
1017143579	privatized	<= 2000
1017137111	privatized	<= 2000
1017076332	privatized	<= 2000
1017434395	privatized	<= 2000
1017433585	privatized	<= 2000
1017066051	privatized	<= 2000
1017136831	privatized	<= 2000
1017445401	privatized	<= 2000
1017067040	privatized	<= 2000
1017067244	privatized	<= 2000
1017072159	privatized	>2005
1017187339	privatized	<= 2000
1017136874	privatized	<= 2000
1017037264	privatized	<= 2000
1017030642	privatized	<= 2000
1017064695	privatized	<= 2000
1017444803	privatized	<= 2000
1017438668	privatized	<= 2000
1017150770	privatized	<= 2000
1017068950	privatized	<= 2000
1017064628	privatized	<= 2000
1017427208	privatized	2001-2005
1017027927	privatized	<= 2000
1017433887	privatized	2001-2005
1017031274	privatized	<= 2000
1017069581	privatized	<= 2000
1017427275	privatized	<= 2000
1017065608	privatized	<= 2000
1017452059	privatized	<= 2000
1017070679	privatized	<= 2000
1017037191	privatized	<= 2000
1017068208	privatized	<= 2000
1017069361	privatized	2001-2005
1017143498	privatized	<= 2000
1017033269	privatized	<= 2000
1017066868	privatized	<= 2000
1017037060	privatized	<= 2000
1017059454	privatized	<= 2000
1017028141	privatized	<= 2000
1017069808	privatized	<= 2000
1017143692	privatized	<= 2000
1017066469	privatized	<= 2000
1017069506	privatized	<= 2000
1017070954	privatized	<= 2000
1017187347	privatized	<= 2000
1017431892	privatized	2001-2005
1017070369	privatized	2001-2005
1017148899	privatized	<= 2000
1017142696	privatized	2001-2005
1017140839	privatized	2001-2005
1031684093	privatized	<= 2000
1017345295	privatized	2001-2005
1017068194	privatized	<= 2000
1017077223	privatized	<= 2000
1017065519	privatized	<= 2000
1017136084	privatized	<= 2000
1017353034	privatized	2001-2005
1017433011	privatized	<= 2000
1017141380	privatized	<= 2000
1017038341	privatized	<= 2000
1017147558	privatized	<= 2000
1017069352	privatized	>2005
1017150036	privatized	<= 2000
1017140545	privatized	<= 2000
1017150397	privatized	<= 2000
1017435162	privatized	<= 2000
1017385688	privatized	<= 2000
1017142050	privatized	<= 2000
1017142025	privatized	<= 2000
1017139377	privatized	<= 2000
1017071560	privatized	2001-2005
1017063869	privatized	2001-2005
1017147078	privatized	<= 2000
1017068895	privatized	<= 2000
1017136947	privatized	<= 2000
1017146233	privatized	<= 2000
1017139903	privatized	<= 2000
1017142009	privatized	<= 2000
1017344591	privatized	<= 2000
1017055441	privatized	>2005
1017342253	privatized	<= 2000
1017038449	privatized	2001-2005
1017147230	privatized	<= 2000
1017136114	privatized	<= 2000
1017035466	privatized	<= 2000
1017065021	privatized	<= 2000
1017060495	privatized	<= 2000
1017352798	privatized	2001-2005
1017134910	privatized	<= 2000
1017063923	privatized	2001-2005
1017148911	privatized	<= 2000
1017108706	privatized	>2005
1017352801	privatized	2001-2005
1017354464	privatized	2001-2005
1017064482	privatized	<= 2000
1017038228	privatized	<= 2000
1017434549	privatized	<= 2000
1017353956	privatized	<= 2000
1017070695	privatized	2001-2005
1017435910	privatized	>2005
1017148686	privatized	<= 2000
1017137269	privatized	<= 2000
1017069654	privatized	<= 2000
1017380384	privatized	>2005
1017433496	privatized	<= 2000
1017076707	privatized	<= 2000
1017069433	privatized	>2005
1017064865	privatized	>2005
1017076928	privatized	2001-2005
1017071071	privatized	2001-2005
1017069972	privatized	2001-2005
1017457409	privatized	>2005
1017146187	privatized	>2005
1017076472	privatized	>2005
1017028559	privatized	<= 2000
1017140316	privatized	<= 2000
1017352500	privatized	2001-2005
1017064032	privatized	>2005
1017138915	privatized	>2005
1017067830	privatized	>2005
